output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,style_distance,ssim,psnr,perceptual_distance,perceptual_backend,nearest_reference
stress_runs\20260120_081434\images\2025\01\01_seed40486.png,01/01/2025,2025-01-01,40486,A,handwriting_gan,pytorch_handwriting_gan,17.220617294311523,0.7047101708188024,9.074660666505366,0.4407906234264374,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\01_seed40487.png,01/01/2025,2025-01-01,40487,A,handwriting_gan,pytorch_handwriting_gan,15.125168800354004,0.74943641146296,9.220538642834558,0.4520307779312134,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\01_seed40488.png,01/01/2025,2025-01-01,40488,A,handwriting_gan,pytorch_handwriting_gan,18.5750732421875,0.6423743342228986,8.120065958186343,0.5114961862564087,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\02_seed40487.png,01/02/2025,2025-01-02,40487,A,handwriting_gan,pytorch_handwriting_gan,15.125168800354004,0.74943641146296,9.220538642834558,0.4520307779312134,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\02_seed40488.png,01/02/2025,2025-01-02,40488,A,handwriting_gan,pytorch_handwriting_gan,16.564451217651367,0.7331664551892928,9.309279659687444,0.46271878480911255,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\02_seed40489.png,01/02/2025,2025-01-02,40489,A,handwriting_gan,pytorch_handwriting_gan,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\03_seed40488.png,01/03/2025,2025-01-03,40488,A,handwriting_gan,pytorch_handwriting_gan,16.564451217651367,0.7331664551892928,9.309279659687444,0.46271878480911255,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\03_seed40489.png,01/03/2025,2025-01-03,40489,A,handwriting_gan,pytorch_handwriting_gan,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\03_seed40490.png,01/03/2025,2025-01-03,40490,A,handwriting_gan,pytorch_handwriting_gan,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\04_seed40489.png,01/04/2025,2025-01-04,40489,A,handwriting_gan,pytorch_handwriting_gan,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\04_seed40490.png,01/04/2025,2025-01-04,40490,A,handwriting_gan,pytorch_handwriting_gan,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\04_seed40491.png,01/04/2025,2025-01-04,40491,A,handwriting_gan,pytorch_handwriting_gan,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\05_seed40490.png,01/05/2025,2025-01-05,40490,A,handwriting_gan,pytorch_handwriting_gan,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\05_seed40491.png,01/05/2025,2025-01-05,40491,A,handwriting_gan,pytorch_handwriting_gan,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\05_seed40492.png,01/05/2025,2025-01-05,40492,A,handwriting_gan,pytorch_handwriting_gan,16.55115509033203,0.719718268807886,9.207365206998801,0.4011176824569702,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\06_seed40491.png,01/06/2025,2025-01-06,40491,A,handwriting_gan,pytorch_handwriting_gan,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\06_seed40492.png,01/06/2025,2025-01-06,40492,A,handwriting_gan,pytorch_handwriting_gan,16.695629119873047,0.7215179092681768,9.275722835077588,0.40563297271728516,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_081434\images\2025\01\06_seed40493.png,01/06/2025,2025-01-06,40493,A,handwriting_gan,pytorch_handwriting_gan,19.03985023498535,0.6349228084049844,8.105461853170468,0.5195263028144836,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
