output_path,date_string,date_iso,seed,style_distance,ssim,psnr,perceptual_distance,perceptual_backend,ocr_raw,ocr_normalized,ocr_match,cer,max_z,layout_ok,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260120_081434\images\2025\01\01_seed40486.png,01/01/2025,2025-01-01,40486,17.220617294311523,0.7047101708188024,9.074660666505366,0.4407906234264374,lpips,44/9094,,False,1.0,38.0,True,7900.141309245863,0.2501859962940216,False,True
stress_runs\20260120_081434\images\2025\01\01_seed40487.png,01/01/2025,2025-01-01,40487,15.125168800354004,0.74943641146296,9.220538642834558,0.4520307779312134,lpips,1/,,False,1.0,18.0,True,7296.92425614804,0.22486476600170135,False,True
stress_runs\20260120_081434\images\2025\01\01_seed40488.png,01/01/2025,2025-01-01,40488,18.5750732421875,0.6423743342228986,8.120065958186343,0.5114961862564087,lpips,,,False,1.0,30.5,True,6779.888708641816,0.22951297461986542,False,True
stress_runs\20260120_081434\images\2025\01\02_seed40487.png,01/02/2025,2025-01-02,40487,15.125168800354004,0.74943641146296,9.220538642834558,0.4520307779312134,lpips,,,False,1.0,18.0,True,7757.554583772961,0.22311994433403015,False,True
stress_runs\20260120_081434\images\2025\01\02_seed40488.png,01/02/2025,2025-01-02,40488,16.564451217651367,0.7331664551892928,9.309279659687444,0.46271878480911255,lpips,,,False,1.0,40.5,True,7115.516662933937,0.2276361733675003,False,True
stress_runs\20260120_081434\images\2025\01\02_seed40489.png,01/02/2025,2025-01-02,40489,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,01/09/9095,,False,1.0,15.499999046325684,True,8755.794610210045,0.23104940354824066,False,True
stress_runs\20260120_081434\images\2025\01\03_seed40488.png,01/03/2025,2025-01-03,40488,16.564451217651367,0.7331664551892928,9.309279659687444,0.46271878480911255,lpips,,,False,1.0,40.5,True,7244.490840354898,0.22669410705566406,False,True
stress_runs\20260120_081434\images\2025\01\03_seed40489.png,01/03/2025,2025-01-03,40489,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,01/03/9095,,False,1.0,15.499999046325684,True,8868.71510930815,0.2360108643770218,False,True
stress_runs\20260120_081434\images\2025\01\03_seed40490.png,01/03/2025,2025-01-03,40490,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,14/2/900945,,False,1.0,20.5,True,7954.616366176828,0.23900464177131653,False,True
stress_runs\20260120_081434\images\2025\01\04_seed40489.png,01/04/2025,2025-01-04,40489,16.274559020996094,0.7373548019761447,9.539608756827668,0.4048176407814026,lpips,01/0/9095,,False,1.0,15.499999046325684,True,8706.932007982887,0.218903049826622,False,True
stress_runs\20260120_081434\images\2025\01\04_seed40490.png,01/04/2025,2025-01-04,40490,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,1/,,False,1.0,20.5,True,8383.309881065825,0.22285234928131104,False,True
stress_runs\20260120_081434\images\2025\01\04_seed40491.png,01/04/2025,2025-01-04,40491,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,01/04/9095,,False,1.0,10.499999046325684,True,9294.620994475139,0.20639735460281372,False,True
stress_runs\20260120_081434\images\2025\01\05_seed40490.png,01/05/2025,2025-01-05,40490,16.100887298583984,0.718289188345336,8.661135727523524,0.4385553002357483,lpips,14/5/94,,False,1.0,20.5,True,8152.106423786433,0.21491917967796326,False,True
stress_runs\20260120_081434\images\2025\01\05_seed40491.png,01/05/2025,2025-01-05,40491,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,01/05/7095,,False,1.0,10.499999046325684,True,9349.76758747698,0.20098352432250977,False,True
stress_runs\20260120_081434\images\2025\01\05_seed40492.png,01/05/2025,2025-01-05,40492,16.55115509033203,0.719718268807886,9.207365206998801,0.4011176824569702,lpips,1/5/9094,,False,1.0,15.499999046325684,True,8430.941354327299,0.20707111060619354,False,True
stress_runs\20260120_081434\images\2025\01\06_seed40491.png,01/06/2025,2025-01-06,40491,16.35065460205078,0.7348464956893866,9.832741799039354,0.4256347119808197,lpips,01/06/7075,,False,1.0,10.499999046325684,True,9434.93591160221,0.20691128075122833,False,True
stress_runs\20260120_081434\images\2025\01\06_seed40492.png,01/06/2025,2025-01-06,40492,16.695629119873047,0.7215179092681768,9.275722835077588,0.40563297271728516,lpips,1//,,False,1.0,15.499999046325684,True,8505.10736858981,0.2214249074459076,False,True
stress_runs\20260120_081434\images\2025\01\06_seed40493.png,01/06/2025,2025-01-06,40493,19.03985023498535,0.6349228084049844,8.105461853170468,0.5195263028144836,lpips,4/1,,False,1.0,33.0,True,7594.6452890762785,0.22985151410102844,False,True
stress_runs\20260120_081434\images\2025\01\07_seed40492.png,01/07/2025,2025-01-07,40492,16.496267318725586,0.7183007319744573,9.136598878478923,0.4026036858558655,lpips,1/7/,,False,1.0,15.499999046325684,True,8166.501459858257,0.21955670416355133,False,True
stress_runs\20260120_081434\images\2025\01\07_seed40493.png,01/07/2025,2025-01-07,40493,18.55524444580078,0.6588295824666223,8.48696502627726,0.4943290650844574,lpips,14,,False,1.0,35.5,True,7303.441324316185,0.22119545936584473,False,True
stress_runs\20260120_081434\images\2025\01\07_seed40494.png,01/07/2025,2025-01-07,40494,15.57337760925293,0.7478891925689098,9.421612385337482,0.45687979459762573,lpips,1,,False,1.0,50.5,False,7477.47221057873,0.20764419436454773,False,True
stress_runs\20260120_081434\images\2025\01\08_seed40493.png,01/08/2025,2025-01-08,40493,19.03985023498535,0.6349228084049844,8.105461853170468,0.5195263028144836,lpips,,,False,1.0,33.0,True,7645.622549305457,0.23621812462806702,False,True
stress_runs\20260120_081434\images\2025\01\08_seed40494.png,01/08/2025,2025-01-08,40494,15.57337760925293,0.7478891925689098,9.421612385337482,0.45687979459762573,lpips,,,False,1.0,50.5,False,7759.06940707644,0.21679870784282684,False,True
stress_runs\20260120_081434\images\2025\01\08_seed40495.png,01/08/2025,2025-01-08,40495,16.163318634033203,0.7381581364652896,9.4361297520459,0.4195074141025543,lpips,1/08/9095,,False,1.0,12.999999046325684,True,8784.463549253887,0.2251364141702652,False,True
stress_runs\20260120_081434\images\2025\01\09_seed40494.png,01/09/2025,2025-01-09,40494,15.57337760925293,0.7478891925689098,9.421612385337482,0.45687979459762573,lpips,1,,False,1.0,50.5,False,7515.624320197508,0.2149321734905243,False,True
