date_iso,count,min_distance,mean_distance
2025-01-01,3,8.655377388000488,10.817727088928223
2025-01-02,3,8.511334419250488,10.491859436035156
2025-01-03,3,7.29811429977417,10.161520799001059
2025-01-04,3,6.75730562210083,7.884867986043294
2025-01-05,3,6.664210796356201,7.6748325030008955
2025-01-06,3,9.28175163269043,10.472170193990072
2025-01-07,3,6.527698993682861,9.779204845428467
2025-01-08,3,8.04651165008545,10.602574984232584
2025-01-09,3,4.495137691497803,9.16818348566691
2025-01-10,3,4.522761344909668,5.880947748819987
2025-01-11,3,8.450904846191406,9.59673277537028
2025-01-12,3,6.955480575561523,8.87539800008138
2025-01-13,3,5.87256383895874,9.022913455963135
2025-01-14,3,5.574021816253662,10.361912886301676
2025-01-15,3,10.660804748535156,11.429136594136557
2025-01-16,3,5.935286998748779,7.713983058929443
2025-01-17,3,6.380536079406738,8.215524673461914
2025-01-18,3,8.845076560974121,9.40837319691976
2025-01-19,3,6.075150489807129,8.39495849609375
2025-01-20,3,7.224785804748535,7.8053178787231445
2025-01-21,3,4.191025733947754,6.032336235046387
2025-01-22,3,4.649857997894287,5.541569709777832
2025-01-23,3,6.621945381164551,7.595997969309489
2025-01-24,3,6.311896800994873,8.136072635650635
2025-01-25,3,7.776435375213623,8.390257994333902
2025-01-26,3,7.531708717346191,7.913310686747233
2025-01-27,3,8.255160331726074,8.805571873982748
2025-01-28,3,7.570583820343018,8.679120858510336
2025-01-29,3,7.39599609375,8.937018394470215
2025-01-30,3,5.873336315155029,8.154491265614828
