output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260119_161617\images\2025\01\01_seed40486.png,1.01. 25,2025-01-01,40486,A,datefont_renderer,unknown,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_161617\images\2025\01\01_seed40487.png,1.01. 25,2025-01-01,40487,A,datefont_renderer,unknown,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_161617\images\2025\01\01_seed40488.png,1.01. 25,2025-01-01,40488,A,datefont_renderer,unknown,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_161617\images\2025\01\02_seed40487.png,1.02. 25,2025-01-02,40487,A,datefont_renderer,unknown,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_161617\images\2025\01\02_seed40488.png,1.02. 25,2025-01-02,40488,A,datefont_renderer,unknown,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_161617\images\2025\01\02_seed40489.png,1.02. 25,2025-01-02,40489,A,datefont_renderer,unknown,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_161617\images\2025\01\03_seed40488.png,1.03. 25,2025-01-03,40488,A,datefont_renderer,unknown,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_161617\images\2025\01\03_seed40489.png,1.03. 25,2025-01-03,40489,A,datefont_renderer,unknown,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_161617\images\2025\01\03_seed40490.png,1.03. 25,2025-01-03,40490,A,datefont_renderer,unknown,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_161617\images\2025\01\04_seed40489.png,1.04. 25,2025-01-04,40489,A,datefont_renderer,unknown,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_161617\images\2025\01\04_seed40490.png,1.04. 25,2025-01-04,40490,A,datefont_renderer,unknown,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_161617\images\2025\01\04_seed40491.png,1.04. 25,2025-01-04,40491,A,datefont_renderer,unknown,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_161617\images\2025\01\05_seed40490.png,1.05. 25,2025-01-05,40490,A,datefont_renderer,unknown,362.18091330446015,0.08713699877262115,False,True
stress_runs\20260119_161617\images\2025\01\05_seed40491.png,1.05. 25,2025-01-05,40491,A,datefont_renderer,unknown,362.18091330446015,0.08713699877262115,False,True
stress_runs\20260119_161617\images\2025\01\05_seed40492.png,1.05. 25,2025-01-05,40492,A,datefont_renderer,unknown,362.18091330446015,0.08713699877262115,False,True
stress_runs\20260119_161617\images\2025\01\06_seed40491.png,1.06. 25,2025-01-06,40491,A,datefont_renderer,unknown,326.0973978301656,0.08794359117746353,False,True
stress_runs\20260119_161617\images\2025\01\06_seed40492.png,1.06. 25,2025-01-06,40492,A,datefont_renderer,unknown,326.0973978301656,0.08794359117746353,False,True
stress_runs\20260119_161617\images\2025\01\06_seed40493.png,1.06. 25,2025-01-06,40493,A,datefont_renderer,unknown,326.0973978301656,0.08794359117746353,False,True
stress_runs\20260119_161617\images\2025\01\07_seed40492.png,1.07. 25,2025-01-07,40492,A,datefont_renderer,unknown,427.2277814901437,0.08753303438425064,False,True
stress_runs\20260119_161617\images\2025\01\07_seed40493.png,1.07. 25,2025-01-07,40493,A,datefont_renderer,unknown,427.2277814901437,0.08753303438425064,False,True
stress_runs\20260119_161617\images\2025\01\07_seed40494.png,1.07. 25,2025-01-07,40494,A,datefont_renderer,unknown,427.2277814901437,0.08753303438425064,False,True
stress_runs\20260119_161617\images\2025\01\08_seed40493.png,1.08. 25,2025-01-08,40493,A,datefont_renderer,unknown,423.742079248035,0.09200967103242874,False,True
stress_runs\20260119_161617\images\2025\01\08_seed40494.png,1.08. 25,2025-01-08,40494,A,datefont_renderer,unknown,423.742079248035,0.09200967103242874,False,True
stress_runs\20260119_161617\images\2025\01\08_seed40495.png,1.08. 25,2025-01-08,40495,A,datefont_renderer,unknown,423.742079248035,0.09200967103242874,False,True
stress_runs\20260119_161617\images\2025\01\09_seed40494.png,1.09. 25,2025-01-09,40494,A,datefont_renderer,unknown,441.65610566404666,0.09200531989336014,False,True
stress_runs\20260119_161617\images\2025\01\09_seed40495.png,1.09. 25,2025-01-09,40495,A,datefont_renderer,unknown,441.65610566404666,0.09200531989336014,False,True
stress_runs\20260119_161617\images\2025\01\09_seed40496.png,1.09. 25,2025-01-09,40496,A,datefont_renderer,unknown,441.65610566404666,0.09200531989336014,False,True
stress_runs\20260119_161617\images\2025\01\10_seed40495.png,1.10. 25,2025-01-10,40495,A,datefont_renderer,unknown,273.69853317414294,0.07680708914995193,False,True
stress_runs\20260119_161617\images\2025\01\10_seed40496.png,1.10. 25,2025-01-10,40496,A,datefont_renderer,unknown,273.69853317414294,0.07680708914995193,False,True
stress_runs\20260119_161617\images\2025\01\10_seed40497.png,1.10. 25,2025-01-10,40497,A,datefont_renderer,unknown,273.69853317414294,0.07680708914995193,False,True
stress_runs\20260119_161617\images\2025\01\11_seed40496.png,1.11. 25,2025-01-11,40496,A,datefont_renderer,unknown,287.4011031629751,0.07306279987096786,False,True
stress_runs\20260119_161617\images\2025\01\11_seed40497.png,1.11. 25,2025-01-11,40497,A,datefont_renderer,unknown,287.4011031629751,0.07306279987096786,False,True
stress_runs\20260119_161617\images\2025\01\11_seed40498.png,1.11. 25,2025-01-11,40498,A,datefont_renderer,unknown,287.4011031629751,0.07306279987096786,False,True
stress_runs\20260119_161617\images\2025\01\12_seed40497.png,1.12. 25,2025-01-12,40497,A,datefont_renderer,unknown,370.07184337149494,0.08347063511610031,False,True
stress_runs\20260119_161617\images\2025\01\12_seed40498.png,1.12. 25,2025-01-12,40498,A,datefont_renderer,unknown,370.07184337149494,0.08347063511610031,False,True
stress_runs\20260119_161617\images\2025\01\12_seed40499.png,1.12. 25,2025-01-12,40499,A,datefont_renderer,unknown,370.07184337149494,0.08347063511610031,False,True
stress_runs\20260119_161617\images\2025\01\13_seed40498.png,1.13. 25,2025-01-13,40498,A,datefont_renderer,unknown,410.7562640472821,0.08850912004709244,False,True
stress_runs\20260119_161617\images\2025\01\13_seed40499.png,1.13. 25,2025-01-13,40499,A,datefont_renderer,unknown,410.7562640472821,0.08850912004709244,False,True
stress_runs\20260119_161617\images\2025\01\13_seed40500.png,1.13. 25,2025-01-13,40500,A,datefont_renderer,unknown,410.7562640472821,0.08850912004709244,False,True
stress_runs\20260119_161617\images\2025\01\14_seed40499.png,1.14. 25,2025-01-14,40499,A,datefont_renderer,unknown,473.74853095065606,0.09373239427804947,False,True
stress_runs\20260119_161617\images\2025\01\14_seed40500.png,1.14. 25,2025-01-14,40500,A,datefont_renderer,unknown,473.74853095065606,0.09373239427804947,False,True
stress_runs\20260119_161617\images\2025\01\14_seed40501.png,1.14. 25,2025-01-14,40501,A,datefont_renderer,unknown,473.74853095065606,0.09373239427804947,False,True
stress_runs\20260119_161617\images\2025\01\15_seed40500.png,1.15. 25,2025-01-15,40500,A,datefont_renderer,unknown,375.2100782328578,0.08522696048021317,False,True
stress_runs\20260119_161617\images\2025\01\15_seed40501.png,1.15. 25,2025-01-15,40501,A,datefont_renderer,unknown,375.2100782328578,0.08522696048021317,False,True
stress_runs\20260119_161617\images\2025\01\15_seed40502.png,1.15. 25,2025-01-15,40502,A,datefont_renderer,unknown,375.2100782328578,0.08522696048021317,False,True
stress_runs\20260119_161617\images\2025\01\16_seed40501.png,1.16. 25,2025-01-16,40501,A,datefont_renderer,unknown,339.7292353328939,0.0833740085363388,False,True
stress_runs\20260119_161617\images\2025\01\16_seed40502.png,1.16. 25,2025-01-16,40502,A,datefont_renderer,unknown,339.7292353328939,0.0833740085363388,False,True
stress_runs\20260119_161617\images\2025\01\16_seed40503.png,1.16. 25,2025-01-16,40503,A,datefont_renderer,unknown,339.7292353328939,0.0833740085363388,False,True
stress_runs\20260119_161617\images\2025\01\17_seed40502.png,1.17. 25,2025-01-17,40502,A,datefont_renderer,unknown,442.23959827833573,0.08575952053070068,False,True
stress_runs\20260119_161617\images\2025\01\17_seed40503.png,1.17. 25,2025-01-17,40503,A,datefont_renderer,unknown,442.23959827833573,0.08575952053070068,False,True
stress_runs\20260119_161617\images\2025\01\17_seed40504.png,1.17. 25,2025-01-17,40504,A,datefont_renderer,unknown,442.23959827833573,0.08575952053070068,False,True
stress_runs\20260119_161617\images\2025\01\18_seed40503.png,1.18. 25,2025-01-18,40503,A,datefont_renderer,unknown,438.2654280569651,0.08851724117994308,False,True
stress_runs\20260119_161617\images\2025\01\18_seed40504.png,1.18. 25,2025-01-18,40504,A,datefont_renderer,unknown,438.2654280569651,0.08851724117994308,False,True
stress_runs\20260119_161617\images\2025\01\18_seed40505.png,1.18. 25,2025-01-18,40505,A,datefont_renderer,unknown,438.2654280569651,0.08851724117994308,False,True
stress_runs\20260119_161617\images\2025\01\19_seed40504.png,1.19. 25,2025-01-19,40504,A,datefont_renderer,unknown,456.359797020789,0.08770592510700226,False,True
stress_runs\20260119_161617\images\2025\01\19_seed40505.png,1.19. 25,2025-01-19,40505,A,datefont_renderer,unknown,456.359797020789,0.08770592510700226,False,True
stress_runs\20260119_161617\images\2025\01\19_seed40506.png,1.19. 25,2025-01-19,40506,A,datefont_renderer,unknown,456.359797020789,0.08770592510700226,False,True
stress_runs\20260119_161617\images\2025\01\20_seed40505.png,1.20. 25,2025-01-20,40505,A,datefont_renderer,unknown,356.0417179929375,0.08602175861597061,False,True
stress_runs\20260119_161617\images\2025\01\20_seed40506.png,1.20. 25,2025-01-20,40506,A,datefont_renderer,unknown,356.0417179929375,0.08602175861597061,False,True
stress_runs\20260119_161617\images\2025\01\20_seed40507.png,1.20. 25,2025-01-20,40507,A,datefont_renderer,unknown,356.0417179929375,0.08602175861597061,False,True
stress_runs\20260119_161617\images\2025\01\21_seed40506.png,1.21. 25,2025-01-21,40506,A,datefont_renderer,unknown,370.2113821138211,0.08428764343261719,False,True
stress_runs\20260119_161617\images\2025\01\21_seed40507.png,1.21. 25,2025-01-21,40507,A,datefont_renderer,unknown,370.2113821138211,0.08428764343261719,False,True
stress_runs\20260119_161617\images\2025\01\21_seed40508.png,1.21. 25,2025-01-21,40508,A,datefont_renderer,unknown,370.2113821138211,0.08428764343261719,False,True
stress_runs\20260119_161617\images\2025\01\22_seed40507.png,1.22. 25,2025-01-22,40507,A,datefont_renderer,unknown,446.77944822071174,0.09321451187133789,False,True
stress_runs\20260119_161617\images\2025\01\22_seed40508.png,1.22. 25,2025-01-22,40508,A,datefont_renderer,unknown,446.77944822071174,0.09321451187133789,False,True
stress_runs\20260119_161617\images\2025\01\22_seed40509.png,1.22. 25,2025-01-22,40509,A,datefont_renderer,unknown,446.77944822071174,0.09321451187133789,False,True
stress_runs\20260119_161617\images\2025\01\23_seed40508.png,1.23. 25,2025-01-23,40508,A,datefont_renderer,unknown,486.2441431322208,0.09681028127670288,False,True
stress_runs\20260119_161617\images\2025\01\23_seed40509.png,1.23. 25,2025-01-23,40509,A,datefont_renderer,unknown,486.2441431322208,0.09681028127670288,False,True
stress_runs\20260119_161617\images\2025\01\23_seed40510.png,1.23. 25,2025-01-23,40510,A,datefont_renderer,unknown,486.2441431322208,0.09681028127670288,False,True
stress_runs\20260119_161617\images\2025\01\24_seed40509.png,1.24. 25,2025-01-24,40509,A,datefont_renderer,unknown,544.625524312568,0.10023539513349533,False,True
stress_runs\20260119_161617\images\2025\01\24_seed40510.png,1.24. 25,2025-01-24,40510,A,datefont_renderer,unknown,544.625524312568,0.10023539513349533,False,True
stress_runs\20260119_161617\images\2025\01\24_seed40511.png,1.24. 25,2025-01-24,40511,A,datefont_renderer,unknown,544.625524312568,0.10023539513349533,False,True
stress_runs\20260119_161617\images\2025\01\25_seed40510.png,1.25. 25,2025-01-25,40510,A,datefont_renderer,unknown,446.1502705908518,0.09112606942653656,False,True
stress_runs\20260119_161617\images\2025\01\25_seed40511.png,1.25. 25,2025-01-25,40511,A,datefont_renderer,unknown,446.1502705908518,0.09112606942653656,False,True
stress_runs\20260119_161617\images\2025\01\25_seed40512.png,1.25. 25,2025-01-25,40512,A,datefont_renderer,unknown,446.1502705908518,0.09112606942653656,False,True
