output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,left_margin,right_margin,top_margin,bottom_margin,baseline_ratio,height_ratio,width_ratio,stroke_thickness,max_z,layout_ok
stress_runs\20260119_161617\images\2025\01\14_seed40501.png,1.14. 25,2025-01-14,40501,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.8515625,0.3359375,0.85546875,12.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\15_seed40500.png,1.15. 25,2025-01-15,40500,A,datefont_renderer,unknown,0.14453125,0.0390625,0.6640625,0.0,0.8046875,0.3359375,0.81640625,13.0,15.234375,False
stress_runs\20260119_161617\images\2025\01\15_seed40501.png,1.15. 25,2025-01-15,40501,A,datefont_renderer,unknown,0.14453125,0.0390625,0.6640625,0.0,0.8046875,0.3359375,0.81640625,13.0,15.234375,False
stress_runs\20260119_161617\images\2025\01\15_seed40502.png,1.15. 25,2025-01-15,40502,A,datefont_renderer,unknown,0.14453125,0.0390625,0.6640625,0.0,0.8046875,0.3359375,0.81640625,13.0,15.234375,False
stress_runs\20260119_161617\images\2025\01\16_seed40501.png,1.16. 25,2025-01-16,40501,A,datefont_renderer,unknown,0.14453125,0.01171875,0.6640625,0.0,0.90625,0.3359375,0.84375,12.0,12.5,False
stress_runs\20260119_161617\images\2025\01\16_seed40502.png,1.16. 25,2025-01-16,40502,A,datefont_renderer,unknown,0.14453125,0.01171875,0.6640625,0.0,0.90625,0.3359375,0.84375,12.0,12.5,False
stress_runs\20260119_161617\images\2025\01\16_seed40503.png,1.16. 25,2025-01-16,40503,A,datefont_renderer,unknown,0.14453125,0.01171875,0.6640625,0.0,0.90625,0.3359375,0.84375,12.0,12.5,False
stress_runs\20260119_161617\images\2025\01\17_seed40502.png,1.17. 25,2025-01-17,40502,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6875,0.0,0.875,0.3125,0.80078125,12.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\17_seed40503.png,1.17. 25,2025-01-17,40503,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6875,0.0,0.875,0.3125,0.80078125,12.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\17_seed40504.png,1.17. 25,2025-01-17,40504,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6875,0.0,0.875,0.3125,0.80078125,12.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\18_seed40503.png,1.18. 25,2025-01-18,40503,A,datefont_renderer,unknown,0.14453125,0.0,0.6328125,0.0,0.8515625,0.3671875,0.85546875,12.5,11.328125,False
stress_runs\20260119_161617\images\2025\01\18_seed40504.png,1.18. 25,2025-01-18,40504,A,datefont_renderer,unknown,0.14453125,0.0,0.6328125,0.0,0.8515625,0.3671875,0.85546875,12.5,11.328125,False
stress_runs\20260119_161617\images\2025\01\18_seed40505.png,1.18. 25,2025-01-18,40505,A,datefont_renderer,unknown,0.14453125,0.0,0.6328125,0.0,0.8515625,0.3671875,0.85546875,12.5,11.328125,False
stress_runs\20260119_161617\images\2025\01\19_seed40504.png,1.19. 25,2025-01-19,40504,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.84375,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\19_seed40505.png,1.19. 25,2025-01-19,40505,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.84375,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\19_seed40506.png,1.19. 25,2025-01-19,40506,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.84375,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\20_seed40505.png,1.20. 25,2025-01-20,40505,A,datefont_renderer,unknown,0.14453125,0.00390625,0.6796875,0.0,0.8671875,0.3203125,0.8515625,11.0,11.71875,False
stress_runs\20260119_161617\images\2025\01\20_seed40506.png,1.20. 25,2025-01-20,40506,A,datefont_renderer,unknown,0.14453125,0.00390625,0.6796875,0.0,0.8671875,0.3203125,0.8515625,11.0,11.71875,False
stress_runs\20260119_161617\images\2025\01\20_seed40507.png,1.20. 25,2025-01-20,40507,A,datefont_renderer,unknown,0.14453125,0.00390625,0.6796875,0.0,0.8671875,0.3203125,0.8515625,11.0,11.71875,False
stress_runs\20260119_161617\images\2025\01\21_seed40506.png,1.21. 25,2025-01-21,40506,A,datefont_renderer,unknown,0.14453125,0.0234375,0.6640625,0.0,0.8828125,0.3359375,0.83203125,12.0,13.671875,False
stress_runs\20260119_161617\images\2025\01\21_seed40507.png,1.21. 25,2025-01-21,40507,A,datefont_renderer,unknown,0.14453125,0.0234375,0.6640625,0.0,0.8828125,0.3359375,0.83203125,12.0,13.671875,False
stress_runs\20260119_161617\images\2025\01\21_seed40508.png,1.21. 25,2025-01-21,40508,A,datefont_renderer,unknown,0.14453125,0.0234375,0.6640625,0.0,0.8828125,0.3359375,0.83203125,12.0,13.671875,False
stress_runs\20260119_161617\images\2025\01\22_seed40507.png,1.22. 25,2025-01-22,40507,A,datefont_renderer,unknown,0.14453125,0.0,0.6796875,0.0,0.9921875,0.3203125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\22_seed40508.png,1.22. 25,2025-01-22,40508,A,datefont_renderer,unknown,0.14453125,0.0,0.6796875,0.0,0.9921875,0.3203125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\22_seed40509.png,1.22. 25,2025-01-22,40509,A,datefont_renderer,unknown,0.14453125,0.0,0.6796875,0.0,0.9921875,0.3203125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\23_seed40508.png,1.23. 25,2025-01-23,40508,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.96875,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\23_seed40509.png,1.23. 25,2025-01-23,40509,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.96875,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\23_seed40510.png,1.23. 25,2025-01-23,40510,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.96875,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\24_seed40509.png,1.24. 25,2025-01-24,40509,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6640625,0.0,0.875,0.3359375,0.80078125,13.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\24_seed40510.png,1.24. 25,2025-01-24,40510,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6640625,0.0,0.875,0.3359375,0.80078125,13.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\24_seed40511.png,1.24. 25,2025-01-24,40511,A,datefont_renderer,unknown,0.14453125,0.0546875,0.6640625,0.0,0.875,0.3359375,0.80078125,13.0,16.796875,False
stress_runs\20260119_161617\images\2025\01\25_seed40510.png,1.25. 25,2025-01-25,40510,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.78125,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\25_seed40511.png,1.25. 25,2025-01-25,40511,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.78125,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\25_seed40512.png,1.25. 25,2025-01-25,40512,A,datefont_renderer,unknown,0.14453125,0.0,0.6640625,0.0,0.78125,0.3359375,0.85546875,13.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\26_seed40511.png,1.26. 25,2025-01-26,40511,A,datefont_renderer,unknown,0.14453125,0.0,0.5,0.078125,0.8046875,0.421875,0.85546875,12.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\26_seed40512.png,1.26. 25,2025-01-26,40512,A,datefont_renderer,unknown,0.14453125,0.0,0.5,0.078125,0.8046875,0.421875,0.85546875,12.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\26_seed40513.png,1.26. 25,2025-01-26,40513,A,datefont_renderer,unknown,0.14453125,0.0,0.5,0.078125,0.8046875,0.421875,0.85546875,12.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\27_seed40512.png,1.27. 25,2025-01-27,40512,A,datefont_renderer,unknown,0.14453125,0.0,0.6875,0.0,0.765625,0.3125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\27_seed40513.png,1.27. 25,2025-01-27,40513,A,datefont_renderer,unknown,0.14453125,0.0,0.6875,0.0,0.765625,0.3125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\27_seed40514.png,1.27. 25,2025-01-27,40514,A,datefont_renderer,unknown,0.14453125,0.0,0.6875,0.0,0.765625,0.3125,0.85546875,11.0,11.328125,False
stress_runs\20260119_161617\images\2025\01\28_seed40513.png,1.28. 25,2025-01-28,40513,A,datefont_renderer,unknown,0.14453125,0.0703125,0.65625,0.0,0.765625,0.34375,0.78515625,13.0,18.359375,False
stress_runs\20260119_161617\images\2025\01\28_seed40514.png,1.28. 25,2025-01-28,40514,A,datefont_renderer,unknown,0.14453125,0.0703125,0.65625,0.0,0.765625,0.34375,0.78515625,13.0,18.359375,False
stress_runs\20260119_161617\images\2025\01\28_seed40515.png,1.28. 25,2025-01-28,40515,A,datefont_renderer,unknown,0.14453125,0.0703125,0.65625,0.0,0.765625,0.34375,0.78515625,13.0,18.359375,False
stress_runs\20260119_161617\images\2025\01\29_seed40514.png,1.29. 25,2025-01-29,40514,A,datefont_renderer,unknown,0.14453125,0.078125,0.6875,0.0,0.7734375,0.3125,0.77734375,13.0,19.140625,False
stress_runs\20260119_161617\images\2025\01\29_seed40515.png,1.29. 25,2025-01-29,40515,A,datefont_renderer,unknown,0.14453125,0.078125,0.6875,0.0,0.7734375,0.3125,0.77734375,13.0,19.140625,False
stress_runs\20260119_161617\images\2025\01\29_seed40516.png,1.29. 25,2025-01-29,40516,A,datefont_renderer,unknown,0.14453125,0.078125,0.6875,0.0,0.7734375,0.3125,0.77734375,13.0,19.140625,False
stress_runs\20260119_161617\images\2025\01\30_seed40515.png,1.30. 25,2025-01-30,40515,A,datefont_renderer,unknown,0.14453125,0.01171875,0.671875,0.0,0.8671875,0.328125,0.84375,12.0,12.5,False
stress_runs\20260119_161617\images\2025\01\30_seed40516.png,1.30. 25,2025-01-30,40516,A,datefont_renderer,unknown,0.14453125,0.01171875,0.671875,0.0,0.8671875,0.328125,0.84375,12.0,12.5,False
stress_runs\20260119_161617\images\2025\01\30_seed40517.png,1.30. 25,2025-01-30,40517,A,datefont_renderer,unknown,0.14453125,0.01171875,0.671875,0.0,0.8671875,0.328125,0.84375,12.0,12.5,False
