date_iso,count,min_distance,mean_distance
2025-01-01,3,11.594359397888184,12.85096549987793
2025-01-02,3,11.439291954040527,14.02711264292399
2025-01-03,3,10.283733367919922,14.045211791992188
2025-01-04,3,10.2713623046875,11.20440419514974
2025-01-05,3,10.732754707336426,14.700271288553873
2025-01-06,3,13.03624439239502,15.437671979268393
2025-01-07,3,12.920032501220703,15.831320444742838
2025-01-08,3,15.531291007995605,16.661407152811687
2025-01-09,3,6.647964954376221,12.440148194630941
2025-01-10,3,6.627815246582031,8.776543617248535
2025-01-11,3,8.549213409423828,9.633604367574057
2025-01-12,3,9.380966186523438,10.21642780303955
2025-01-13,3,8.02384090423584,11.239750862121582
2025-01-14,3,8.209964752197266,12.715641021728516
2025-01-15,3,11.102898597717285,13.46094036102295
2025-01-16,3,7.976451873779297,9.222874323527018
2025-01-17,3,8.165504455566406,10.900152524312338
2025-01-18,3,12.49385929107666,12.717870394388834
2025-01-19,3,7.668982028961182,10.232918898264566
2025-01-20,3,10.316384315490723,11.308199564615885
2025-01-21,3,6.355881214141846,8.803434530893961
2025-01-22,3,6.4637579917907715,8.164489587148031
2025-01-23,3,9.276731491088867,14.243594487508139
2025-01-24,3,10.3845853805542,14.593794186909994
2025-01-25,3,11.642175674438477,15.187814712524414
2025-01-26,3,10.928146362304688,15.110024770100912
2025-01-27,3,10.50370979309082,11.516738255818685
2025-01-28,3,10.089263916015625,11.509869893391928
2025-01-29,3,10.108335494995117,11.860514958699545
2025-01-30,3,10.415406227111816,14.799524625142416
