output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,left_margin,right_margin,top_margin,bottom_margin,baseline_ratio,height_ratio,width_ratio,stroke_thickness,max_z,layout_ok
stress_runs\20260120_083009\images\2025\01\07_seed40494.png,01/07/2025,2025-01-07,40494,A,handwriting_gan,pytorch_handwriting_gan,0.07421875,0.0,0.078125,0.1640625,0.21875,0.7578125,0.92578125,20.0,18.0,True
stress_runs\20260120_083009\images\2025\01\08_seed40493.png,01/08/2025,2025-01-08,40493,A,handwriting_gan,pytorch_handwriting_gan,0.06640625,0.0,0.609375,0.0,0.7265625,0.390625,0.93359375,19.0,15.499999046325684,True
stress_runs\20260120_083009\images\2025\01\08_seed40494.png,01/08/2025,2025-01-08,40494,A,handwriting_gan,pytorch_handwriting_gan,0.07421875,0.0,0.0625,0.1796875,0.203125,0.7578125,0.92578125,20.0,18.0,True
stress_runs\20260120_083009\images\2025\01\08_seed40495.png,01/08/2025,2025-01-08,40495,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1328125,0.0,0.796875,0.8671875,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\09_seed40494.png,01/09/2025,2025-01-09,40494,A,handwriting_gan,pytorch_handwriting_gan,0.07421875,0.0,0.046875,0.1953125,0.1875,0.7578125,0.92578125,20.0,19.53125,True
stress_runs\20260120_083009\images\2025\01\09_seed40495.png,01/09/2025,2025-01-09,40495,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1328125,0.0,0.796875,0.8671875,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\09_seed40496.png,01/09/2025,2025-01-09,40496,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.0,0.0859375,0.0234375,0.8046875,0.890625,0.9375,16.0,7.999999523162842,True
stress_runs\20260120_083009\images\2025\01\10_seed40495.png,01/10/2025,2025-01-10,40495,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1328125,0.0,0.796875,0.8671875,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\10_seed40496.png,01/10/2025,2025-01-10,40496,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.078125,0.0859375,0.0234375,0.8046875,0.890625,0.859375,16.0,10.9375,True
stress_runs\20260120_083009\images\2025\01\10_seed40497.png,01/10/2025,2025-01-10,40497,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.1875,0.0234375,0.8125,0.7890625,0.953125,14.0,3.525507688522339,True
stress_runs\20260120_083009\images\2025\01\11_seed40496.png,01/11/2025,2025-01-11,40496,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.078125,0.078125,0.03125,0.796875,0.890625,0.859375,16.0,10.9375,True
stress_runs\20260120_083009\images\2025\01\11_seed40497.png,01/11/2025,2025-01-11,40497,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.1875,0.0234375,0.8125,0.7890625,0.953125,14.0,3.525507688522339,True
stress_runs\20260120_083009\images\2025\01\11_seed40498.png,01/11/2025,2025-01-11,40498,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.06640625,0.1171875,0.0859375,0.875,0.796875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\12_seed40497.png,01/12/2025,2025-01-12,40497,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.1875,0.0234375,0.8125,0.7890625,0.953125,14.0,3.525507688522339,True
stress_runs\20260120_083009\images\2025\01\12_seed40498.png,01/12/2025,2025-01-12,40498,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.06640625,0.1171875,0.0859375,0.875,0.796875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\12_seed40499.png,01/12/2025,2025-01-12,40499,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.15625,0.015625,0.796875,0.828125,0.94140625,14.0,3.858102798461914,True
stress_runs\20260120_083009\images\2025\01\13_seed40498.png,01/13/2025,2025-01-13,40498,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.06640625,0.15625,0.046875,0.9140625,0.796875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\13_seed40499.png,01/13/2025,2025-01-13,40499,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.15625,0.015625,0.796875,0.828125,0.94140625,14.0,3.858102798461914,True
stress_runs\20260120_083009\images\2025\01\13_seed40500.png,01/13/2025,2025-01-13,40500,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1015625,0.0546875,0.75,0.84375,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\14_seed40499.png,01/14/2025,2025-01-14,40499,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.15625,0.015625,0.796875,0.828125,0.94140625,14.0,3.858102798461914,True
stress_runs\20260120_083009\images\2025\01\14_seed40500.png,01/14/2025,2025-01-14,40500,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1015625,0.0546875,0.75,0.84375,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\14_seed40501.png,01/14/2025,2025-01-14,40501,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.02734375,0.078125,0.09375,0.8515625,0.828125,0.9140625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\15_seed40500.png,01/15/2025,2025-01-15,40500,A,handwriting_gan,pytorch_handwriting_gan,0.05078125,0.0,0.1015625,0.0546875,0.75,0.84375,0.94921875,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\15_seed40501.png,01/15/2025,2025-01-15,40501,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.02734375,0.078125,0.09375,0.8515625,0.828125,0.9140625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\15_seed40502.png,01/15/2025,2025-01-15,40502,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0078125,0.109375,0.734375,0.8828125,0.90625,17.0,10.9375,True
stress_runs\20260120_083009\images\2025\01\16_seed40501.png,01/16/2025,2025-01-16,40501,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.02734375,0.078125,0.09375,0.8515625,0.828125,0.9140625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\16_seed40502.png,01/16/2025,2025-01-16,40502,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0078125,0.109375,0.734375,0.8828125,0.90625,17.0,10.9375,True
stress_runs\20260120_083009\images\2025\01\16_seed40503.png,01/16/2025,2025-01-16,40503,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0703125,0.0625,0.0625,0.765625,0.875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\17_seed40502.png,01/17/2025,2025-01-17,40502,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0078125,0.109375,0.734375,0.8828125,0.90625,17.0,10.9375,True
stress_runs\20260120_083009\images\2025\01\17_seed40503.png,01/17/2025,2025-01-17,40503,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0703125,0.0625,0.0625,0.765625,0.875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\17_seed40504.png,01/17/2025,2025-01-17,40504,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.15625,0.046875,0.765625,0.796875,0.9453125,14.0,4.6875,True
stress_runs\20260120_083009\images\2025\01\18_seed40503.png,01/18/2025,2025-01-18,40503,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0703125,0.0625,0.0625,0.765625,0.875,0.875,16.0,9.375,True
stress_runs\20260120_083009\images\2025\01\18_seed40504.png,01/18/2025,2025-01-18,40504,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.15625,0.046875,0.765625,0.796875,0.9453125,14.0,4.6875,True
stress_runs\20260120_083009\images\2025\01\18_seed40505.png,01/18/2025,2025-01-18,40505,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.171875,0.0,0.8515625,0.828125,0.953125,14.0,3.691805124282837,True
stress_runs\20260120_083009\images\2025\01\19_seed40504.png,01/19/2025,2025-01-19,40504,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.15625,0.046875,0.765625,0.796875,0.9453125,14.0,4.6875,True
stress_runs\20260120_083009\images\2025\01\19_seed40505.png,01/19/2025,2025-01-19,40505,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.171875,0.0,0.8515625,0.828125,0.953125,14.0,3.691805124282837,True
stress_runs\20260120_083009\images\2025\01\19_seed40506.png,01/19/2025,2025-01-19,40506,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.140625,0.03125,0.7734375,0.828125,0.94140625,14.0,4.024400234222412,True
stress_runs\20260120_083009\images\2025\01\20_seed40505.png,01/20/2025,2025-01-20,40505,A,handwriting_gan,pytorch_handwriting_gan,0.046875,0.0,0.171875,0.0,0.8515625,0.828125,0.953125,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\20_seed40506.png,01/20/2025,2025-01-20,40506,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.140625,0.03125,0.7734375,0.828125,0.94140625,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\20_seed40507.png,01/20/2025,2025-01-20,40507,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.046875,0.015625,0.0859375,0.71875,0.8984375,0.8984375,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\21_seed40506.png,01/21/2025,2025-01-21,40506,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.140625,0.03125,0.7734375,0.828125,0.94140625,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\21_seed40507.png,01/21/2025,2025-01-21,40507,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.046875,0.0078125,0.09375,0.7109375,0.8984375,0.8984375,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\21_seed40508.png,01/21/2025,2025-01-21,40508,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.0,0.03125,0.0703125,0.7109375,0.8984375,0.9375,16.0,7.999999523162842,True
stress_runs\20260120_083009\images\2025\01\22_seed40507.png,01/22/2025,2025-01-22,40507,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.046875,0.0078125,0.09375,0.7109375,0.8984375,0.8984375,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\22_seed40508.png,01/22/2025,2025-01-22,40508,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.0,0.03125,0.0703125,0.7109375,0.8984375,0.9375,16.0,7.999999523162842,True
stress_runs\20260120_083009\images\2025\01\22_seed40509.png,01/22/2025,2025-01-22,40509,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.0546875,0.0546875,0.7890625,0.890625,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\23_seed40508.png,01/23/2025,2025-01-23,40508,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.0,0.03125,0.0703125,0.7109375,0.8984375,0.9375,16.0,7.999999523162842,True
stress_runs\20260120_083009\images\2025\01\23_seed40509.png,01/23/2025,2025-01-23,40509,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.0546875,0.0546875,0.7890625,0.890625,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\23_seed40510.png,01/23/2025,2025-01-23,40510,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.6328125,0.0,0.734375,0.3671875,0.9453125,14.0,2.999999523162842,True
stress_runs\20260120_083009\images\2025\01\24_seed40509.png,01/24/2025,2025-01-24,40509,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.0546875,0.0546875,0.7890625,0.890625,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\24_seed40510.png,01/24/2025,2025-01-24,40510,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.609375,0.0,0.7109375,0.390625,0.9453125,14.0,2.999999523162842,True
stress_runs\20260120_083009\images\2025\01\24_seed40511.png,01/24/2025,2025-01-24,40511,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.01171875,0.5625,0.0,0.6875,0.4375,0.9296875,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\25_seed40510.png,01/25/2025,2025-01-25,40510,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.6328125,0.0,0.734375,0.3671875,0.9453125,14.0,2.999999523162842,True
stress_runs\20260120_083009\images\2025\01\25_seed40511.png,01/25/2025,2025-01-25,40511,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.01171875,0.6171875,0.0,0.7421875,0.3828125,0.9296875,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\25_seed40512.png,01/25/2025,2025-01-25,40512,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.1328125,0.0,0.8046875,0.8671875,0.94140625,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\26_seed40511.png,01/26/2025,2025-01-26,40511,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.01171875,0.59375,0.0,0.71875,0.40625,0.9296875,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\26_seed40512.png,01/26/2025,2025-01-26,40512,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.1328125,0.0,0.8046875,0.8671875,0.94140625,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\26_seed40513.png,01/26/2025,2025-01-26,40513,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0234375,0.09375,0.765625,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\27_seed40512.png,01/27/2025,2025-01-27,40512,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.1328125,0.0,0.8046875,0.8671875,0.94140625,15.0,5.499999523162842,True
stress_runs\20260120_083009\images\2025\01\27_seed40513.png,01/27/2025,2025-01-27,40513,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0234375,0.09375,0.765625,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\27_seed40514.png,01/27/2025,2025-01-27,40514,A,handwriting_gan,pytorch_handwriting_gan,0.0703125,0.0,0.0546875,0.171875,0.8125,0.7734375,0.9296875,19.0,17.1875,True
stress_runs\20260120_083009\images\2025\01\28_seed40513.png,01/28/2025,2025-01-28,40513,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0390625,0.0234375,0.09375,0.765625,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\28_seed40514.png,01/28/2025,2025-01-28,40514,A,handwriting_gan,pytorch_handwriting_gan,0.0703125,0.0,0.0546875,0.171875,0.8125,0.7734375,0.9296875,19.0,17.1875,True
stress_runs\20260120_083009\images\2025\01\28_seed40515.png,01/28/2025,2025-01-28,40515,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.015625,0.1015625,0.75,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\29_seed40514.png,01/29/2025,2025-01-29,40514,A,handwriting_gan,pytorch_handwriting_gan,0.0703125,0.0,0.0546875,0.171875,0.8125,0.7734375,0.9296875,19.0,17.1875,True
stress_runs\20260120_083009\images\2025\01\29_seed40515.png,01/29/2025,2025-01-29,40515,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.015625,0.1015625,0.75,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\29_seed40516.png,01/29/2025,2025-01-29,40516,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.0,0.171875,0.7109375,0.828125,0.9453125,18.0,17.1875,True
stress_runs\20260120_083009\images\2025\01\30_seed40515.png,01/30/2025,2025-01-30,40515,A,handwriting_gan,pytorch_handwriting_gan,0.0625,0.03125,0.015625,0.1015625,0.75,0.8828125,0.90625,17.0,10.499999046325684,True
stress_runs\20260120_083009\images\2025\01\30_seed40516.png,01/30/2025,2025-01-30,40516,A,handwriting_gan,pytorch_handwriting_gan,0.0546875,0.0,0.0,0.171875,0.7109375,0.828125,0.9453125,18.0,17.1875,True
stress_runs\20260120_083009\images\2025\01\30_seed40517.png,01/30/2025,2025-01-30,40517,A,handwriting_gan,pytorch_handwriting_gan,0.05859375,0.0,0.6171875,0.0,0.7265625,0.3828125,0.94140625,15.0,5.499999523162842,True
