output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,style_distance,ssim,psnr,perceptual_distance,perceptual_backend,nearest_reference
stress_runs\20260120_083009\images\2025\01\01_seed40486.png,01/01/2025,2025-01-01,40486,A,handwriting_gan,pytorch_handwriting_gan,22.01665687561035,0.4199706377745788,6.023126664030952,0.7602063417434692,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\01_seed40487.png,01/01/2025,2025-01-01,40487,A,handwriting_gan,pytorch_handwriting_gan,21.936613082885742,0.450921149405952,6.33102648581409,0.7373242378234863,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\01_seed40488.png,01/01/2025,2025-01-01,40488,A,handwriting_gan,pytorch_handwriting_gan,21.445968627929688,0.4757214879349124,6.244243960255817,0.738489031791687,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\02_seed40487.png,01/02/2025,2025-01-02,40487,A,handwriting_gan,pytorch_handwriting_gan,21.936613082885742,0.450921149405952,6.33102648581409,0.7373242378234863,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\02_seed40488.png,01/02/2025,2025-01-02,40488,A,handwriting_gan,pytorch_handwriting_gan,21.445968627929688,0.4757214879349124,6.244243960255817,0.738489031791687,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\02_seed40489.png,01/02/2025,2025-01-02,40489,A,handwriting_gan,pytorch_handwriting_gan,22.484315872192383,0.4469065526497698,6.271629977301658,0.7399986982345581,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\03_seed40488.png,01/03/2025,2025-01-03,40488,A,handwriting_gan,pytorch_handwriting_gan,21.445968627929688,0.4757214879349124,6.244243960255817,0.738489031791687,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\03_seed40489.png,01/03/2025,2025-01-03,40489,A,handwriting_gan,pytorch_handwriting_gan,22.484315872192383,0.4469065526497698,6.271629977301658,0.7399986982345581,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\03_seed40490.png,01/03/2025,2025-01-03,40490,A,handwriting_gan,pytorch_handwriting_gan,22.277118682861328,0.4507207300530794,6.324273765848817,0.7527590990066528,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\04_seed40489.png,01/04/2025,2025-01-04,40489,A,handwriting_gan,pytorch_handwriting_gan,22.484315872192383,0.4469065526497698,6.271629977301658,0.7399986982345581,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\04_seed40490.png,01/04/2025,2025-01-04,40490,A,handwriting_gan,pytorch_handwriting_gan,22.277118682861328,0.4507207300530794,6.324273765848817,0.7527590990066528,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\04_seed40491.png,01/04/2025,2025-01-04,40491,A,handwriting_gan,pytorch_handwriting_gan,21.836679458618164,0.46514689828330813,6.500248711565843,0.7123757600784302,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\05_seed40490.png,01/05/2025,2025-01-05,40490,A,handwriting_gan,pytorch_handwriting_gan,22.277118682861328,0.4507207300530794,6.324273765848817,0.7527590990066528,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\05_seed40491.png,01/05/2025,2025-01-05,40491,A,handwriting_gan,pytorch_handwriting_gan,21.836679458618164,0.46514689828330813,6.500248711565843,0.7123757600784302,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
stress_runs\20260120_083009\images\2025\01\05_seed40492.png,01/05/2025,2025-01-05,40492,A,handwriting_gan,pytorch_handwriting_gan,16.89543342590332,0.6995606422380549,8.867052274076578,0.4328122138977051,lpips,normalized_cache\dated_signatures\signature_friday_1_16_26.png
