date_iso,count,min_distance,mean_distance
2025-01-01,3,10.414603233337402,11.900922139485678
2025-01-02,3,10.757437705993652,12.976431210835775
2025-01-03,3,10.020307540893555,13.121760686238607
2025-01-04,3,9.644052505493164,10.68381118774414
2025-01-05,3,9.451305389404297,13.551006317138672
2025-01-06,3,12.62243938446045,14.665319442749023
2025-01-07,3,12.498050689697266,14.460534731547037
2025-01-08,3,13.956031799316406,15.246490160624186
2025-01-09,3,5.881752967834473,11.265613555908203
2025-01-10,3,6.000336170196533,8.085628986358643
2025-01-11,3,7.619088172912598,8.893884658813477
2025-01-12,3,9.187037467956543,9.963305155436197
2025-01-13,3,7.980904579162598,10.733511924743652
2025-01-14,3,7.586325645446777,12.123405456542969
2025-01-15,3,9.734256744384766,12.493110656738281
2025-01-16,3,7.877486705780029,8.564929803212484
2025-01-17,3,7.69753885269165,9.991845925649008
2025-01-18,3,10.684865951538086,11.23327891031901
2025-01-19,3,9.035292625427246,9.896958351135254
2025-01-20,3,9.230250358581543,10.206869761149088
2025-01-21,3,5.27714729309082,8.351316452026367
2025-01-22,3,5.225468635559082,7.387275695800781
2025-01-23,3,8.930076599121094,13.471906344095865
2025-01-24,3,9.436724662780762,13.772147178649902
2025-01-25,3,10.446977615356445,13.977537155151367
2025-01-26,3,9.68773365020752,13.809048016866049
2025-01-27,3,9.692856788635254,10.699399630228678
2025-01-28,3,10.14037036895752,11.26162020365397
2025-01-29,3,7.093844413757324,10.699063936869303
2025-01-30,3,11.840692520141602,14.451051394144693
