date_iso,count,min_distance,mean_distance
2025-01-01,3,9.078381538391113,9.936138788859049
2025-01-02,3,8.06865119934082,10.687127431233725
2025-01-03,3,8.136838912963867,10.561047236124674
2025-01-04,3,7.302148818969727,7.751913706461589
2025-01-05,3,7.767935752868652,8.446848233540853
2025-01-06,3,8.330845832824707,11.347452799479166
2025-01-07,3,13.961216926574707,16.252134641011555
2025-01-08,3,7.699153900146484,10.782500267028809
2025-01-09,3,4.73941707611084,9.810480117797852
2025-01-10,3,4.9743499755859375,7.275908470153809
2025-01-11,3,6.791370391845703,7.998371442159017
2025-01-12,3,7.612591743469238,8.23796526590983
2025-01-13,3,7.0874104499816895,8.60854705174764
2025-01-14,3,7.382015705108643,9.995160897572836
2025-01-15,3,7.810885429382324,10.112356185913086
2025-01-16,3,5.586367130279541,6.914489269256592
2025-01-17,3,5.405105113983154,8.532995382944742
2025-01-18,3,8.707857131958008,10.150595982869467
2025-01-19,3,7.089895248413086,8.343438148498535
2025-01-20,3,9.036386489868164,9.914143562316895
2025-01-21,3,6.009141445159912,8.478674093882242
2025-01-22,3,5.598014831542969,7.600780487060547
2025-01-23,3,8.412942886352539,9.758584976196289
2025-01-24,3,8.23349666595459,9.80336825052897
2025-01-25,3,8.653138160705566,9.295485814412435
2025-01-26,3,8.196198463439941,8.670973777770996
2025-01-27,3,8.046952247619629,9.459254264831543
2025-01-28,3,7.0091400146484375,8.814550717671713
2025-01-29,3,7.9494709968566895,8.908929347991943
2025-01-30,3,8.301703453063965,9.294210433959961
