output_path,date_string,date_iso,seed,style_distance,ssim,psnr,perceptual_distance,perceptual_backend,ocr_raw,ocr_normalized,ocr_match,cer,max_z,layout_ok,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260119_160124\images\2025\01\01_seed40486.png,1.01. 25,2025-01-01,40486,18.37336540222168,0.6109607847129912,9.951330920227502,0.5899553298950195,lpips,.7..7,,False,1.0,7000000.0,False,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_160124\images\2025\01\01_seed40487.png,1.01. 25,2025-01-01,40487,18.37336540222168,0.6109607847129912,9.951330920227502,0.5899553298950195,lpips,.7..7,,False,1.0,7000000.0,False,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_160124\images\2025\01\01_seed40488.png,1.01. 25,2025-01-01,40488,18.37336540222168,0.6109607847129912,9.951330920227502,0.5899553298950195,lpips,.7..7,,False,1.0,7000000.0,False,273.69853317414294,0.07742734253406525,False,True
stress_runs\20260119_160124\images\2025\01\02_seed40487.png,1.02. 25,2025-01-02,40487,18.271961212158203,0.6065268129514654,9.871034758404377,0.592981219291687,lpips,.7.17,,False,1.0,7000000.0,False,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_160124\images\2025\01\02_seed40488.png,1.02. 25,2025-01-02,40488,18.271961212158203,0.6065268129514654,9.871034758404377,0.592981219291687,lpips,.7.17,,False,1.0,7000000.0,False,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_160124\images\2025\01\02_seed40489.png,1.02. 25,2025-01-02,40489,18.271961212158203,0.6065268129514654,9.871034758404377,0.592981219291687,lpips,.7.17,,False,1.0,7000000.0,False,356.0417179929375,0.0871959999203682,False,True
stress_runs\20260119_160124\images\2025\01\03_seed40488.png,1.03. 25,2025-01-03,40488,18.19532012939453,0.6031127476751673,9.799744149629738,0.5987570285797119,lpips,.7.17,,False,1.0,8000000.0,False,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_160124\images\2025\01\03_seed40489.png,1.03. 25,2025-01-03,40489,18.19532012939453,0.6031127476751673,9.799744149629738,0.5987570285797119,lpips,.7.17,,False,1.0,8000000.0,False,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_160124\images\2025\01\03_seed40490.png,1.03. 25,2025-01-03,40490,18.19532012939453,0.6031127476751673,9.799744149629738,0.5987570285797119,lpips,.7.17,,False,1.0,8000000.0,False,396.266397495056,0.0928443968296051,False,True
stress_runs\20260119_160124\images\2025\01\04_seed40489.png,1.04. 25,2025-01-04,40489,18.09539222717285,0.6022447925680839,9.846940882303794,0.5715665817260742,lpips,.7.71,,False,1.0,7000000.0,False,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_160124\images\2025\01\04_seed40490.png,1.04. 25,2025-01-04,40490,18.09539222717285,0.6022447925680839,9.846940882303794,0.5715665817260742,lpips,.7.71,,False,1.0,7000000.0,False,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_160124\images\2025\01\04_seed40491.png,1.04. 25,2025-01-04,40491,18.09539222717285,0.6022447925680839,9.846940882303794,0.5715665817260742,lpips,.7.71,,False,1.0,7000000.0,False,459.11461820500557,0.09729146212339401,False,True
stress_runs\20260119_160124\images\2025\01\05_seed40490.png,1.05. 25,2025-01-05,40490,18.331485748291016,0.5928305532828699,9.658353364334737,0.5980101227760315,lpips,.7.6,,False,1.0,7000000.0,False,362.18091330446015,0.08713699877262115,False,True
stress_runs\20260119_160124\images\2025\01\05_seed40491.png,1.05. 25,2025-01-05,40491,18.331485748291016,0.5928305532828699,9.658353364334737,0.5980101227760315,lpips,.7.6,,False,1.0,7000000.0,False,362.18091330446015,0.08713699877262115,False,True
