output_path,date_string,date_iso,seed,tier,generator_type,model_checkpoint,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260120_080751\images\2025\01\22_seed40508.png,01/22/2025,2025-01-22,40508,A,handwriting_gan,pytorch_handwriting_gan,17778.985605071557,0.47384729981422424,False,True
stress_runs\20260120_080751\images\2025\01\22_seed40509.png,01/22/2025,2025-01-22,40509,A,handwriting_gan,pytorch_handwriting_gan,14127.177200264583,0.44832029938697815,False,True
stress_runs\20260120_080751\images\2025\01\23_seed40508.png,01/23/2025,2025-01-23,40508,A,handwriting_gan,pytorch_handwriting_gan,18095.92750285839,0.471697598695755,False,True
stress_runs\20260120_080751\images\2025\01\23_seed40509.png,01/23/2025,2025-01-23,40509,A,handwriting_gan,pytorch_handwriting_gan,14064.06648713742,0.44540292024612427,False,True
stress_runs\20260120_080751\images\2025\01\23_seed40510.png,01/23/2025,2025-01-23,40510,A,handwriting_gan,pytorch_handwriting_gan,19629.034228076216,0.3750138580799103,False,True
stress_runs\20260120_080751\images\2025\01\24_seed40509.png,01/24/2025,2025-01-24,40509,A,handwriting_gan,pytorch_handwriting_gan,14770.27040643923,0.417990118265152,False,True
stress_runs\20260120_080751\images\2025\01\24_seed40510.png,01/24/2025,2025-01-24,40510,A,handwriting_gan,pytorch_handwriting_gan,18787.758670655418,0.36550310254096985,False,True
stress_runs\20260120_080751\images\2025\01\24_seed40511.png,01/24/2025,2025-01-24,40511,A,handwriting_gan,pytorch_handwriting_gan,13634.245322145063,0.42050597071647644,False,True
stress_runs\20260120_080751\images\2025\01\25_seed40510.png,01/25/2025,2025-01-25,40510,A,handwriting_gan,pytorch_handwriting_gan,19428.653477817952,0.3530682623386383,False,True
stress_runs\20260120_080751\images\2025\01\25_seed40511.png,01/25/2025,2025-01-25,40511,A,handwriting_gan,pytorch_handwriting_gan,13602.561354156825,0.3687909245491028,False,True
stress_runs\20260120_080751\images\2025\01\25_seed40512.png,01/25/2025,2025-01-25,40512,A,handwriting_gan,pytorch_handwriting_gan,18969.477513620783,0.3734525442123413,False,True
stress_runs\20260120_080751\images\2025\01\26_seed40511.png,01/26/2025,2025-01-26,40511,A,handwriting_gan,pytorch_handwriting_gan,14202.850052752581,0.38596630096435547,False,True
stress_runs\20260120_080751\images\2025\01\26_seed40512.png,01/26/2025,2025-01-26,40512,A,handwriting_gan,pytorch_handwriting_gan,19116.5691107088,0.37787818908691406,False,True
stress_runs\20260120_080751\images\2025\01\26_seed40513.png,01/26/2025,2025-01-26,40513,A,handwriting_gan,pytorch_handwriting_gan,13941.463214913469,0.4412771463394165,False,True
stress_runs\20260120_080751\images\2025\01\27_seed40512.png,01/27/2025,2025-01-27,40512,A,handwriting_gan,pytorch_handwriting_gan,17894.2871882971,0.36864611506462097,False,True
stress_runs\20260120_080751\images\2025\01\27_seed40513.png,01/27/2025,2025-01-27,40513,A,handwriting_gan,pytorch_handwriting_gan,13171.249031007752,0.4363553524017334,False,True
stress_runs\20260120_080751\images\2025\01\27_seed40514.png,01/27/2025,2025-01-27,40514,A,handwriting_gan,pytorch_handwriting_gan,12283.604063217002,0.3966713845729828,False,True
stress_runs\20260120_080751\images\2025\01\28_seed40513.png,01/28/2025,2025-01-28,40513,A,handwriting_gan,pytorch_handwriting_gan,14108.447279826558,0.4511917531490326,False,True
stress_runs\20260120_080751\images\2025\01\28_seed40514.png,01/28/2025,2025-01-28,40514,A,handwriting_gan,pytorch_handwriting_gan,12627.439445719114,0.41772201657295227,False,True
stress_runs\20260120_080751\images\2025\01\28_seed40515.png,01/28/2025,2025-01-28,40515,A,handwriting_gan,pytorch_handwriting_gan,14597.122974157333,0.4425375163555145,False,True
stress_runs\20260120_080751\images\2025\01\29_seed40514.png,01/29/2025,2025-01-29,40514,A,handwriting_gan,pytorch_handwriting_gan,12471.406749184882,0.4293566346168518,False,True
stress_runs\20260120_080751\images\2025\01\29_seed40515.png,01/29/2025,2025-01-29,40515,A,handwriting_gan,pytorch_handwriting_gan,14569.599670171738,0.43669652938842773,False,True
stress_runs\20260120_080751\images\2025\01\29_seed40516.png,01/29/2025,2025-01-29,40516,A,handwriting_gan,pytorch_handwriting_gan,12635.61652037471,0.40810197591781616,False,True
stress_runs\20260120_080751\images\2025\01\30_seed40515.png,01/30/2025,2025-01-30,40515,A,handwriting_gan,pytorch_handwriting_gan,13861.307111501694,0.4606880247592926,False,True
stress_runs\20260120_080751\images\2025\01\30_seed40516.png,01/30/2025,2025-01-30,40516,A,handwriting_gan,pytorch_handwriting_gan,12599.824229046064,0.4275243878364563,False,True
stress_runs\20260120_080751\images\2025\01\30_seed40517.png,01/30/2025,2025-01-30,40517,A,handwriting_gan,pytorch_handwriting_gan,13688.780808864267,0.43924474716186523,False,True
