output_path,date_string,date_iso,seed,style_distance,ssim,psnr,perceptual_distance,perceptual_backend,ocr_raw,ocr_normalized,ocr_match,cer,max_z,layout_ok,laplacian_var,checkerboard_score,touches_border,artifact_ok
stress_runs\20260120_080751\images\2025\01\01_seed40486.png,01/01/2025,2025-01-01,40486,18.087923049926758,0.6981581815813219,9.602600260296459,0.4710230529308319,lpips,,,False,1.0,45.5,True,12544.174061654949,0.48919999599456787,False,True
stress_runs\20260120_080751\images\2025\01\01_seed40487.png,01/01/2025,2025-01-01,40487,18.179933547973633,0.6994018211882526,9.501283754027188,0.46475493907928467,lpips,,,False,1.0,15.499999046325684,True,14994.889539693477,0.41581398248672485,False,True
stress_runs\20260120_080751\images\2025\01\01_seed40488.png,01/01/2025,2025-01-01,40488,19.341039657592773,0.6497666481655638,8.949168488667857,0.5146520137786865,lpips,,,False,1.0,43.0,True,11504.601585216744,0.43488872051239014,False,True
stress_runs\20260120_080751\images\2025\01\02_seed40487.png,01/02/2025,2025-01-02,40487,15.640026092529297,0.7476534340024648,9.467507114510035,0.4628629684448242,lpips,,,False,1.0,16.75,True,15921.472345829452,0.42005226016044617,False,True
stress_runs\20260120_080751\images\2025\01\02_seed40488.png,01/02/2025,2025-01-02,40488,16.61880111694336,0.7539452311573082,9.934309453791379,0.4588533043861389,lpips,,,False,1.0,60.5,False,11892.22431197105,0.41716283559799194,False,True
stress_runs\20260120_080751\images\2025\01\02_seed40489.png,01/02/2025,2025-01-02,40489,23.04894256591797,0.3848717568237599,6.338833127561222,0.8123095035552979,lpips,01/,,False,1.0,14.84375,True,18636.168236408164,0.40673595666885376,False,True
stress_runs\20260120_080751\images\2025\01\03_seed40488.png,01/03/2025,2025-01-03,40488,16.61880111694336,0.7539452311573082,9.934309453791379,0.4588533043861389,lpips,,,False,1.0,60.5,False,12068.8541790071,0.41472941637039185,False,True
stress_runs\20260120_080751\images\2025\01\03_seed40489.png,01/03/2025,2025-01-03,40489,23.04894256591797,0.3848717568237599,6.338833127561222,0.8123095035552979,lpips,01/,,False,1.0,14.84375,True,18444.40286243991,0.4234115481376648,False,True
stress_runs\20260120_080751\images\2025\01\03_seed40490.png,01/03/2025,2025-01-03,40490,16.554855346679688,0.7218784332191054,9.32768283636107,0.44207829236984253,lpips,,,False,1.0,20.5,True,15240.060144094572,0.42830634117126465,False,True
stress_runs\20260120_080751\images\2025\01\04_seed40489.png,01/04/2025,2025-01-04,40489,23.04894256591797,0.3848717568237599,6.338833127561222,0.8123095035552979,lpips,01/,,False,1.0,14.84375,True,18108.089164625853,0.3867596387863159,False,True
stress_runs\20260120_080751\images\2025\01\04_seed40490.png,01/04/2025,2025-01-04,40490,16.554855346679688,0.7218784332191054,9.32768283636107,0.44207829236984253,lpips,,,False,1.0,20.5,True,15899.405592964591,0.3939465284347534,False,True
stress_runs\20260120_080751\images\2025\01\04_seed40491.png,01/04/2025,2025-01-04,40491,22.89086151123047,0.41902136136702617,6.67192598281906,0.7856703996658325,lpips,01/0,,False,1.0,14.0625,True,18940.573481854113,0.3624934256076813,False,True
stress_runs\20260120_080751\images\2025\01\05_seed40490.png,01/05/2025,2025-01-05,40490,16.554855346679688,0.7218784332191054,9.32768283636107,0.44207829236984253,lpips,,,False,1.0,20.5,True,15430.578042851488,0.3942345976829529,False,True
stress_runs\20260120_080751\images\2025\01\05_seed40491.png,01/05/2025,2025-01-05,40491,22.890106201171875,0.4189941762165229,6.671645522774909,0.7856981754302979,lpips,01/0,,False,1.0,14.0625,True,19107.96263025512,0.37528741359710693,False,True
stress_runs\20260120_080751\images\2025\01\05_seed40492.png,01/05/2025,2025-01-05,40492,17.263999938964844,0.7169156207810553,9.568008788434657,0.430401474237442,lpips,,,False,1.0,18.0,True,16201.871456797784,0.4003280699253082,False,True
stress_runs\20260120_080751\images\2025\01\06_seed40491.png,01/06/2025,2025-01-06,40491,22.89191246032715,0.4189840490074066,6.672302543829247,0.7857341766357422,lpips,01/0,,False,1.0,14.0625,True,19472.523176428316,0.3773559629917145,False,True
stress_runs\20260120_080751\images\2025\01\06_seed40492.png,01/06/2025,2025-01-06,40492,17.410816192626953,0.7159020679334132,9.59361552644465,0.43155717849731445,lpips,,,False,1.0,18.0,True,16540.242346193907,0.42345836758613586,False,True
stress_runs\20260120_080751\images\2025\01\06_seed40493.png,01/06/2025,2025-01-06,40493,19.3012752532959,0.646616467252221,8.744427311630284,0.5121565461158752,lpips,,,False,1.0,45.5,True,12368.828976926578,0.4324563145637512,False,True
stress_runs\20260120_080751\images\2025\01\07_seed40492.png,01/07/2025,2025-01-07,40492,17.263999938964844,0.7169156207810553,9.568008788434657,0.430401474237442,lpips,,,False,1.0,18.0,True,15679.13080128532,0.39873093366622925,False,True
stress_runs\20260120_080751\images\2025\01\07_seed40493.png,01/07/2025,2025-01-07,40493,18.520864486694336,0.6761147704289696,9.229207147995416,0.4851434528827667,lpips,1,,False,1.0,48.0,True,11841.227807499738,0.4100695252418518,False,True
stress_runs\20260120_080751\images\2025\01\07_seed40494.png,01/07/2025,2025-01-07,40494,15.88088321685791,0.7462901794378618,9.358414746764012,0.45336997509002686,lpips,4,,False,1.0,60.5,False,12662.124784146214,0.39403802156448364,False,True
stress_runs\20260120_080751\images\2025\01\08_seed40493.png,01/08/2025,2025-01-08,40493,19.3012752532959,0.646616467252221,8.744427311630284,0.5121565461158752,lpips,,,False,1.0,45.5,True,12229.759717446868,0.4505328834056854,False,True
stress_runs\20260120_080751\images\2025\01\08_seed40494.png,01/08/2025,2025-01-08,40494,15.88088321685791,0.7462901794378618,9.358414746764012,0.45336997509002686,lpips,4,,False,1.0,60.5,False,12884.412180595918,0.42800939083099365,False,True
stress_runs\20260120_080751\images\2025\01\08_seed40495.png,01/08/2025,2025-01-08,40495,22.92123031616211,0.38864781348397426,6.502858435826311,0.8131130933761597,lpips,01/,,False,1.0,14.84375,True,19132.026826712303,0.39433905482292175,False,True
stress_runs\20260120_080751\images\2025\01\09_seed40494.png,01/09/2025,2025-01-09,40494,15.88088321685791,0.7462901794378618,9.358414746764012,0.45336997509002686,lpips,4,,False,1.0,60.5,False,12723.922189349112,0.42940959334373474,False,True
stress_runs\20260120_080751\images\2025\01\09_seed40495.png,01/09/2025,2025-01-09,40495,22.92123031616211,0.38864781348397426,6.502858435826311,0.8131130933761597,lpips,01/,,False,1.0,14.84375,True,19083.223334035312,0.389882355928421,False,True
