date_iso,count,min_distance,mean_distance
2025-01-01,3,6.584211349487305,7.784293015797933
2025-01-02,3,8.068798065185547,9.532256126403809
2025-01-03,3,8.105210304260254,9.540688196818033
2025-01-04,3,7.488779067993164,9.457854906717936
2025-01-05,3,5.6592183113098145,8.748584588368734
2025-01-06,3,8.771873474121094,9.54699738820394
2025-01-07,3,4.527530670166016,6.987712224324544
2025-01-08,3,4.499172210693359,8.110319137573242
2025-01-09,3,8.028604507446289,9.479707400004068
2025-01-10,3,7.243259906768799,9.569538593292236
2025-01-11,3,6.456504821777344,8.933701197306315
2025-01-12,3,7.64445161819458,8.866568088531494
2025-01-13,3,8.060040473937988,9.355405807495117
2025-01-14,3,4.01777458190918,7.120307922363281
2025-01-15,3,7.657171726226807,8.3462815284729
2025-01-16,3,6.052720069885254,6.339628219604492
2025-01-17,3,6.017233848571777,7.010428746541341
2025-01-18,3,7.679387092590332,9.890770276387533
2025-01-19,3,6.492825508117676,9.250702222188314
2025-01-20,3,6.516443252563477,9.265721956888834
2025-01-21,3,5.102752208709717,8.571945349375406
2025-01-22,3,4.142495155334473,5.067399660746257
2025-01-23,3,5.727967739105225,6.763164520263672
2025-01-24,3,6.791221618652344,7.182329813639323
2025-01-25,3,6.951127052307129,8.942455291748047
2025-01-26,3,7.057203769683838,9.062008380889893
2025-01-27,3,6.702768325805664,6.99816354115804
2025-01-28,3,5.466424465179443,6.617374420166016
2025-01-29,3,4.349157810211182,6.412207921346028
2025-01-30,3,5.653293132781982,6.954502423604329
